Sample ID,Date,Hour,Tank,Sample,Treatment,sample,NH4,Si(uM),NO2(uM),N+N(uM),NO3(uM),PO4(uM)
38-01,10-9-2020,16:30:00 AM,1,38,Ambient,Frozen,1.26,1.7,0.48,5.62,5.14,0
38-02,10-9-2020,16:30:00 AM,2,38,Ambient,Frozen,2.12,1.1,0.85,4.08,3.23,0
38-03,10-9-2020,16:30:00 AM,3,38,NH4,Frozen,2.71,0,3.4,10.16,6.76,0.08
38-04,10-9-2020,16:30:00 AM,4,38,NH4,Frozen,7.85,0,2.55,7.94,5.38,0.03
38-05,10-9-2020,16:30:00 AM,5,38,Ambient,Frozen,0.95,2.6,0.72,5.01,4.29,0
38-06,10-9-2020,16:30:00 AM,6,38,Ambient,Frozen,2.17,2,0.25,3.09,2.84,0.04
38-07,10-9-2020,16:30:00 AM,7,38,NH4,Frozen,4.18,0,1.29,5.55,4.26,0
38-08,10-9-2020,16:30:00 AM,8,38,NH4,Frozen,4.57,0,3.26,8.84,5.58,0.03
39-01,10-10-2020,14:45:00,1,39,Ambient,Frozen,1.49,0,0.68,3.74,3.05,0.1
39-02,10-10-2020,14:45:00,2,39,Ambient,Frozen,4.74,1.4,1.57,5.53,3.96,0.63
39-03,10-10-2020,14:45:00,3,39,NH4,Frozen,2.48,0,2.92,7.87,4.95,0.69
39-04,10-10-2020,14:45:00,4,39,NH4,Frozen,8.43,0,2.83,7.26,4.43,1.48
39-05,10-10-2020,14:45:00,5,39,Ambient,Frozen,0.95,1.8,0.51,1.2,0.7,2.87
39-06,10-10-2020,14:45:00,6,39,Ambient,Frozen,3.18,3.3,0.51,3,2.49,2.78
39-07,10-10-2020,14:45:00,7,39,NH4,Frozen,7.4,0.3,1.99,6.74,4.74,1.69
39-08,10-10-2020,14:45:00,8,39,NH4,Frozen,7.46,0.2,3.53,8.19,4.66,0.19
40-01,10-11-2020,16:45:00,1,40,Ambient,Frozen,2.1,0,0.73,2.1,1.37,0.04
40-02,10-11-2020,16:45:00,2,40,Ambient,Frozen,3.52,1,1.95,6.17,4.22,0.14
40-03,10-11-2020,16:45:00,3,40,NH4,Frozen,1.69,0,2.27,6.89,4.61,0.08
40-04,10-11-2020,16:45:00,4,40,NH4,Frozen,5.31,0,2.72,7.12,4.4,0.56
40-05,10-11-2020,16:45:00,5,40,Ambient,Frozen,2.01,0.5,0.35,0.84,0.48,0.49
40-06,10-11-2020,16:45:00,6,40,Ambient,Frozen,1.57,1.9,0.47,0.98,0.51,1.24
40-07,10-11-2020,16:45:00,7,40,NH4,Frozen,4.73,0,2.22,7.44,5.22,0.49
40-08,10-11-2020,16:45:00,8,40,NH4,Frozen,4.44,1.1,3.69,9.27,5.57,0.09
41-01,10-12-2020,12:50:00,1,41,Ambient,Frozen,1.94,0,0.18,0.95,0.77,0.02
41-02,10-12-2020,12:50:00,2,41,Ambient,Frozen,2.66,0.8,2.43,9.42,6.99,0.13
41-03,10-12-2020,12:50:00,3,41,NH4,Frozen,1.75,0,1.35,4.49,3.13,0.01
41-04,10-12-2020,12:50:00,4,41,NH4,Frozen,2.74,0,2.54,8.24,5.7,0
41-05,10-12-2020,12:50:00,5,41,Ambient,Frozen,1.63,0.3,0.1,1.17,1.07,0
41-06,10-12-2020,12:50:00,6,41,Ambient,Frozen,2.37,1.3,0.09,0.98,0.89,0
41-07,10-12-2020,12:50:00,7,41,NH4,Frozen,1.91,0,1.96,7.82,5.86,0
41-08,10-12-2020,12:50:00,8,41,NH4,Frozen,2.02,0,3.21,9.06,5.86,0
43-01,10-13-2020,13:15:00,1,43,Ambient,Frozen,2.22,0,0.19,0.82,0.63,0
43-02,10-13-2020,13:15:00,2,43,Ambient,Frozen,2.5,0.1,1,3.88,2.88,0.09
43-03,10-13-2020,13:15:00,3,43,NH4,Frozen,3.34,0,1.01,4.2,3.19,0
43-04,10-13-2020,13:15:00,4,43,NH4,Frozen,4.04,0,2.45,7.76,5.31,0
43-05,10-13-2020,13:15:00,5,43,Ambient,Frozen,1.82,0.6,0.08,0.45,0.37,0
43-06,10-13-2020,13:15:00,6,43,Ambient,Frozen,1.89,1.7,0.08,0.28,0.2,0.07
43-07,10-13-2020,13:15:00,7,43,NH4,Frozen,3.36,0,1.41,5.48,4.08,0.2
43-08,10-13-2020,13:15:00,8,43,NH4,Frozen,2.67,0,2.51,6.83,4.32,0
44-01,10-13-2020,16:10:00 AM,1,44,Ambient,Chl,1.23,0.1,0.3,1.6,1.3,0.16
44-02,10-13-2020,16:10:00 AM,2,44,Ambient,Chl,1.95,2.5,2.05,8.09,6.04,0.39
44-03,10-13-2020,16:10:00 AM,3,44,NH4,Chl,3.03,0,1.41,5.9,4.5,0.16
44-04,10-13-2020,16:10:00 AM,4,44,NH4,Chl,4.4,0.1,2.5,7.68,5.18,0.17
44-05,10-13-2020,16:10:00 AM,5,44,Ambient,Chl,1.08,1.4,0.12,0.72,0.59,0.16
44-06,10-13-2020,16:10:00 AM,6,44,Ambient,Chl,1.52,4.1,0.09,0.39,0.31,0.3
44-07,10-13-2020,16:10:00 AM,7,44,NH4,Chl,2.99,0,1.82,6.78,4.96,0.22
44-08,10-13-2020,16:10:00 AM,8,44,NH4,Chl,2.38,0,2.5,6.73,4.23,0.18
45-01,10-14-2020,13:15:00,1,45,Ambient,Chl,1.3,0.4,0.4,1.17,0.77,0.13
45-02,10-14-2020,13:15:00,2,45,Ambient,Chl,1.6,1.2,1.69,6.41,4.72,0.27
45-03,10-14-2020,13:15:00,3,45,NH4,Chl,2.8,0,1.57,5.62,4.05,0.17
45-04,10-14-2020,13:15:00,4,45,NH4,Chl,5.5,0.1,2.67,7.16,4.49,0.17
45-05,10-14-2020,13:15:00,5,45,Ambient,Chl,1.38,1,0.15,0.65,0.5,0.18
45-06,10-14-2020,13:15:00,6,45,Ambient,Chl,1.81,3.1,0.11,0.34,0.24,0.28
45-07,10-14-2020,13:15:00,7,45,NH4,Chl,2.66,0,1.83,5.86,4.03,0.14
45-08,10-14-2020,13:15:00,8,45,NH4,Chl,2.89,0,2.34,5.6,3.26,0.16
46-01,10-15-2020,11:00:00,1,46,Ambient,Chl,1.33,1.3,0.67,2.69,2.02,0.06
46-02,10-15-2020,11:00:00,2,46,Ambient,Chl,2.63,2.7,1.37,6.25,4.88,0.25
46-03,10-15-2020,11:00:00,3,46,NH4,Chl,5.29,0.9,1.79,6.74,4.95,0.09
46-04,10-15-2020,11:00:00,4,46,NH4,Chl,8.77,1.9,3.04,7.53,4.49,0.12
46-05,10-15-2020,11:00:00,5,46,Ambient,Chl,1.05,1.5,0.25,0.8,0.55,0.07
46-06,10-15-2020,11:00:00,6,46,Ambient,Chl,1.32,3.7,0.12,0.47,0.35,0.07
46-07,10-15-2020,11:00:00,7,46,NH4,Chl,4.99,1.2,1.97,6.39,4.42,0.06
46-08,10-15-2020,11:00:00,8,46,NH4,Chl,5.45,1.4,2.56,6.48,3.92,0.07
47-01,10-15-2020,18:15:00,1,47,Ambient,Chl,1.19,1.4,0.67,2.49,1.82,0.06
47-02,10-15-2020,18:15:00,2,47,Ambient,Chl,1,2.9,1.4,5.72,4.31,0.13
47-03,10-15-2020,18:15:00,3,47,NH4,Chl,3.11,0.8,1.75,6.76,5.01,0.09
47-04,10-15-2020,18:15:00,4,47,NH4,Chl,6.98,2.1,3.08,7.56,4.48,0.08
47-05,10-15-2020,18:15:00,5,47,Ambient,Chl,0.93,1.6,0.24,0.59,0.35,0.07
47-06,10-15-2020,18:15:00,6,47,Ambient,Chl,0.95,3.8,0.16,0.34,0.18,0.12
47-07,10-15-2020,18:15:00,7,47,NH4,Chl,5.17,1.3,1.92,6.35,4.43,0.09
47-08,10-15-2020,18:15:00,8,47,NH4,Chl,4.18,1.6,2.5,6.09,3.59,0.08
48-01,10-16-2020,19:15:00,1,48,Ambient,Chl,2.02,1.5,0.67,2.64,1.97,0.08
48-02,10-16-2020,19:15:00,2,48,Ambient,Chl,2.43,3.4,0.79,4.77,3.98,0.15
48-03,10-16-2020,19:15:00,3,48,NH4,Chl,3.42,0,1.48,6.26,4.78,0.12
48-04,10-16-2020,19:15:00,4,48,NH4,Chl,6.95,1.9,3.04,7.46,4.42,0.15
48-05,10-16-2020,19:15:00,5,48,Ambient,Chl,1.2,1.1,0.12,0.59,0.47,0.06
48-06,10-16-2020,19:15:00,6,48,Ambient,Chl,1.67,3.6,0.14,0.68,0.54,0.06
48-07,10-16-2020,19:15:00,7,48,NH4,Chl,5,0.8,1.81,6.27,4.46,0.05
48-08,10-16-2020,19:15:00,8,48,NH4,Chl,4.36,1.1,2.2,6.16,3.96,0.05
49-01,10-17-2020,14:15:00,1,49,Ambient,Chl,3.16,2.2,0.7,3.53,2.82,0.07
49-02,10-17-2020,14:15:00,2,49,Ambient,Chl,1.68,3.3,0.72,4.84,4.12,0.15
49-03,10-17-2020,14:15:00,3,49,NH4,Chl,1.54,0,1.34,6.78,5.43,0.02
49-04,10-17-2020,14:15:00,4,49,NH4,Chl,5.7,1.8,3.12,7.74,4.62,0.05
49-05,10-17-2020,14:15:00,5,49,Ambient,Chl,1.02,1.3,0.06,0.5,0.43,0.04
49-06,10-17-2020,14:15:00,6,49,Ambient,Chl,1.28,3.8,0.11,0.34,0.23,0.06
49-07,10-17-2020,14:15:00,7,49,NH4,Chl,2.14,0.5,1.75,6.19,4.44,0.06
49-08,10-17-2020,14:15:00,8,49,NH4,Chl,2.11,0.6,1.94,5.43,3.49,0.04
50-01,10-17-2020,22:30:00,1,50,Ambient,Chl,3.55,4.3,0.62,3.89,3.27,0.32
50-02,10-17-2020,22:30:00,2,50,Ambient,Chl,1.89,4.1,0.66,5.05,4.39,0.24
50-03,10-17-2020,22:30:00,3,50,NH4,Chl,3.13,0.7,1.21,6.23,5.03,0.16
50-04,10-17-2020,22:30:00,4,50,NH4,Chl,6.72,2.6,2.99,7.63,4.64,0.09
50-05,10-17-2020,22:30:00,5,50,Ambient,Chl,1.3,2.7,0.19,0.46,0.27,0.09
50-06,10-17-2020,22:30:00,6,50,Ambient,Chl,1.36,4.9,0.19,1.08,0.9,0.12
50-07,10-17-2020,22:30:00,7,50,NH4,Chl,2.64,1.3,1.58,6.15,4.57,0.03
50-08,10-17-2020,22:30:00,8,50,NH4,Chl,2.77,1.6,1.67,5.5,3.82,0.04
51-01,10-18-2020,11:45:00,1,51,Ambient,Chl,5.46,4.9,0.65,3.88,3.23,3.21
51-02,10-18-2020,11:45:00,2,51,Ambient,Chl,4.1,5.6,0.69,4.82,4.13,6.45
51-03,10-18-2020,11:45:00,3,51,NH4,Chl,4.47,2.5,1.3,6.1,4.8,5.59
51-04,10-18-2020,11:45:00,4,51,NH4,Chl,9.2,4.2,3.11,7.51,4.4,6.02
51-05,10-18-2020,11:45:00,5,51,Ambient,Chl,5.85,4,0.23,0.68,0.46,5.56
51-06,10-18-2020,11:45:00,6,51,Ambient,Chl,3.44,5.9,0.21,0.55,0.34,5.95
51-07,10-18-2020,11:45:00,7,51,NH4,Chl,5.49,2.7,1.62,5.68,4.06,4.27
51-08,10-18-2020,11:45:00,8,51,NH4,Chl,6.7,2.9,1.64,5.04,3.41,4.3
45-01,10-14-2020,13:15:00,1,45,Ambient,Frozen,1.19,0.3,0.39,1.24,0.85,0
45-02,10-14-2020,13:15:00,2,45,Ambient,Frozen,2.21,1.2,1.58,6.27,4.69,0.03
45-03,10-14-2020,13:15:00,3,45,NH4,Frozen,2.52,0,1.52,5.56,4.04,0.02
45-04,10-14-2020,13:15:00,4,45,NH4,Frozen,5.53,12.6,3.99,10.27,6.28,0.2
45-05,10-14-2020,13:15:00,5,45,Ambient,Frozen,1.52,1.4,0.14,0.82,0.69,0
45-06,10-14-2020,13:15:00,6,45,Ambient,Frozen,2.09,1.9,0.08,0.19,0.12,0
45-07,10-14-2020,13:15:00,7,45,NH4,Frozen,3.08,7.5,2.75,8.38,5.63,0
45-08,10-14-2020,13:15:00,8,45,NH4,Frozen,3.63,22.2,5.41,13.26,7.85,0.54
46-01,10-15-2020,11:00:00,1,46,Ambient,Frozen,1.17,0.9,0.49,2.04,1.54,0.02
46-02,10-15-2020,11:00:00,2,46,Ambient,Frozen,2.13,1.1,0.74,3.39,2.64,0
46-03,10-15-2020,11:00:00,3,46,NH4,Frozen,3.59,0.3,1.15,4.43,3.28,0
46-04,10-15-2020,11:00:00,4,46,NH4,Frozen,6.65,1,1.97,5.08,3.11,0.02
46-05,10-15-2020,11:00:00,5,46,Ambient,Frozen,1.71,0.6,0.22,0.69,0.47,0
46-06,10-15-2020,11:00:00,6,46,Ambient,Frozen,1.28,2,0.1,0.3,0.2,0
46-07,10-15-2020,11:00:00,7,46,NH4,Frozen,4.12,0.1,1.04,3.43,2.39,0
46-08,10-15-2020,11:00:00,8,46,NH4,Frozen,4.11,0.2,1.33,3.33,2,0.01
49-01,10-17-2020,14:15:00,1,49,Ambient,Frozen,2.29,0.6,0.36,1.67,1.31,0.06
49-02,10-17-2020,14:15:00,2,49,Ambient,Frozen,1.92,2.5,0.62,4.01,3.38,0
49-03,10-17-2020,14:15:00,3,49,NH4,Frozen,1.71,0,1.06,4.75,3.69,0
49-04,10-17-2020,14:15:00,4,49,NH4,Frozen,4.73,0.9,2.06,5.06,3,0
49-05,10-17-2020,14:15:00,5,49,Ambient,Frozen,1.38,1.1,0.07,0.43,0.36,0
49-06,10-17-2020,14:15:00,6,49,Ambient,Frozen,1.99,2.6,0.12,0.43,0.31,0
49-07,10-17-2020,14:15:00,7,49,NH4,Frozen,2.9,0,0.99,3.47,2.47,0
49-08,10-17-2020,14:15:00,8,49,NH4,Frozen,2.76,0.1,1.4,4,2.6,0
50-01,10-17-2020,22:30:00,1,50,Ambient,Frozen,2.48,3.7,0.6,3.77,3.17,0
50-02,10-17-2020,22:30:00,2,50,Ambient,Frozen,2.1,4.1,0.66,5.03,4.37,0.01
50-03,10-17-2020,22:30:00,3,50,NH4,Frozen,1.83,0.6,1.17,6.13,4.96,0.06
50-04,10-17-2020,22:30:00,4,50,NH4,Frozen,5.63,2.7,2.97,7.65,4.68,0
50-05,10-17-2020,22:30:00,5,50,Ambient,Frozen,1.01,2.1,0.15,0.42,0.27,0
50-06,10-17-2020,22:30:00,6,50,Ambient,Frozen,0.98,4.2,0.26,0.75,0.49,0
50-07,10-17-2020,22:30:00,7,50,NH4,Frozen,2.25,1,1.37,5.3,3.93,0
50-08,10-17-2020,22:30:00,8,50,NH4,Frozen,2.35,1.6,1.65,5.42,3.77,0
51-01,10-18-2020,11:45:00,1,51,Ambient,Frozen,4.24,4.5,0.61,3.57,2.97,2.91
51-02,10-18-2020,11:45:00,2,51,Ambient,Frozen,6.19,4.3,0.57,3.89,3.32,5.22
51-03,10-18-2020,11:45:00,3,51,NH4,Frozen,7.73,2.5,1.34,6.26,4.92,5.77
51-04,10-18-2020,11:45:00,4,51,NH4,Frozen,11.49,4.6,3.12,7.62,4.51,6.5
51-05,10-18-2020,11:45:00,5,51,Ambient,Frozen,4.67,3,0.19,0.62,0.43,4.59
51-06,10-18-2020,11:45:00,6,51,Ambient,Frozen,6.53,6,0.25,0.66,0.4,6.08
51-07,10-18-2020,11:45:00,7,51,NH4,Frozen,5.94,2.5,1.62,6.26,4.64,4.38
51-08,10-18-2020,11:45:00,8,51,NH4,Frozen,6.69,2.7,1.42,4.68,3.27,4.09
